RaceDate,SeqOfDay,Distance,Class,Going,ActualPlace,Bingo,Win-Pay,Win-Gain,Place-Pay,Place-Gain,Q-Pay,Q-Gain,QPlace-Pay,QPlace-Gain,TRIO-Pay,TRIO-Gain
20180926,7,1200,3,GOOD,1-2-8-7-4-12-10-11-6-5-9-3-,2,20,53.5,30,38.5,30,209.5,30,66.0,10,0
20180926,8,1200,3,GOOD,3-6-11-1-12-8-5-4-7-10-2-9-,1,10,0,30,19.0,30,0,30,0,10,0
20181001,1,1000,4,GOOD,1-8-3-12-2-4-10-7-11-9-5-6-,2,0,0,30,32.0,30,0,30,38.0,10,0
20181001,2,1800,4,GOOD,3-2-11-10-9-4-1-12-8-6-7-5-,2,20,0,30,51.0,30,0,30,94.5,10,0
20181001,3,1200,4,GOOD,3-1-12-6-9-4-10-5-13-2-11-7-8-,2,10,0,30,37.5,30,0,30,61.0,10,0
20181001,4,1400,4,GOOD,1-4-8-7-3-6-2-13-10-9-12-5-14-11-,1,20,130.5,30,35.0,30,0,30,0,10,0
20181001,5,1400,3,GOOD,11-6-4-3-2-7-14-8-9-12-5-1-13-10-,0,10,0,30,0,30,0,30,0,10,0
20181001,6,1600,3,GOOD,2-3-9-8-4-6-13-1-12-7-5-11-10-14-,2,10,0,30,42.5,30,0,30,61.0,10,0
20181001,7,1000,3,GOOD,1-3-4-7-5-6-2-,2,10,0,30,23.5,30,0,30,16.0,10,0
20181001,8,1400,3,GOOD,3-6-2-9-11-5-7-8-4-10-1-14-12-13-,2,20,0,30,67.0,30,0,30,124.5,10,0
20181001,9,1200,3,GOOD,2-10-9-8-12-4-14-6-3-5-1-7-13-11-,1,10,0,30,11.5,30,0,30,0,10,0
20181001,10,1200,2,GOOD,1-4-6-2-10-14-11-9-5-12-7-8-3-13-,1,10,0,30,16.5,30,0,30,0,10,0
20181003,1,1650,5,GOOD,3-11-10-5-6-7-1-2-8-4-12-9-,1,20,0,30,14.0,30,0,30,0,10,0
20181003,2,1800,3,GOOD,3-6-4-7-1-5-2-,1,20,0,30,14.0,30,0,30,0,10,0
20181003,3,1650,4,GOOD,1-6-3-9-7-8-11-5-4-10-2-,2,10,0,30,32.0,30,0,30,37.5,10,0
20181003,4,1200,4,GOOD,9-1-2-7-4-6-3-5-8-,2,10,0,30,32.5,30,0,30,31.0,10,0
20181003,5,1200,4,GOOD,1-3-11-8-4-10-7-5-6-2-9-,2,20,59.0,30,37.5,30,0,30,53.5,10,0
20181003,6,1200,3,GOOD,6-1-3-7-2-4-9-5-8-11-10-,2,10,0,30,48.5,30,0,30,72.5,10,0
20181003,7,1800,2,GOOD,1-2-10-4-6-5-3-8-9-7-11-,2,10,0,30,30.5,30,51.5,30,28.5,10,0
20181003,8,1200,3,GOOD,6-8-3-11-7-10-2-4-1-9-5-,1,10,0,30,32.0,30,0,30,0,10,0
20181007,1,1800,5,GOOD,3-4-1-10-5-6-9-7-2-12-8-11-,2,10,0,30,36.0,30,0,30,46.0,10,0
20181007,2,1650,4,GOOD,7-2-4-6-3-9-1-8-5-,1,20,0,30,18.5,30,0,30,0,10,0
20181007,3,1000,3,GOOD,7-2-1-3-4-6-5-8-9-,2,0,0,30,26.0,30,0,30,19.0,10,0
20181007,4,1400,5,GOOD,12-1-4-3-7-2-13-14-8-5-6-10-11-9-,1,10,0,30,17.0,30,0,30,0,10,0
20181007,5,1400,4,GOOD,6-5-4-7-2-1-8-3-10-11-9-,0,10,0,30,0,30,0,30,0,10,0
20181007,6,1600,4,GOOD,4-2-6-1-3-9-5-7-10-11-8-,1,20,0,30,23.5,30,0,30,0,10,0
20181007,7,1200,3,GOOD,5-2-8-4-6-7-3-1-,1,20,0,30,24.0,30,0,30,0,10,0
20181007,8,1200,4,GOOD,7-3-6-2-8-10-9-13-11-5-1-12-4-,1,10,0,30,20.0,30,0,30,0,10,0
20181007,9,1650,3,GOOD,4-7-5-1-2-8-9-6-3-11-10-,0,20,0,30,0,30,0,30,0,10,0
20181007,10,1400,2,GOOD,6-7-13-8-3-11-1-2-5-14-9-12-4-10-,0,0,0,30,0,30,0,30,0,10,0
20181010,1,1800,4,GOOD,4-9-10-5-1-7-2-6-8-3-,0,10,0,30,0,30,0,30,0,10,0
20181010,3,1650,4,GOOD,10-7-6-9-8-2-1-3-5-11-4-,0,10,0,30,0,30,0,30,0,10,0
20181010,4,1000,4,GOOD,6-1-10-3-11-2-9-7-8-5-12-4-,1,0,0,30,12.5,30,0,30,0,10,0
20181010,5,1200,4,GOOD,3-7-2-5-1-9-8-12-10-11-4-6-,2,10,0,30,51.5,30,0,30,128.0,10,0
20181010,6,1200,3,GOOD,9-4-2-7-8-1-11-5-10-3-6-12-,1,10,0,30,21.5,30,0,30,0,10,0
20181010,7,1000,2,GOOD,4-11-2-7-3-10-6-9-8-1-5-,1,20,0,30,137.0,30,0,30,0,10,0
20181010,8,1650,3,GOOD,2-5-1-4-12-10-7-9-11-6-8-3-,2,10,61.0,30,31.0,30,0,30,35.0,10,0
20181013,1,1000,4,GOOD,2-7-10-8-4-3-1-11-9-5-6-12-,1,10,62.0,30,16.0,30,0,30,0,10,0
20181013,2,1800,3,GOOD,2-5-6-3-4-1-7-,1,20,69.5,30,18.0,30,0,30,0,10,0
20181013,3,1200,5,GOOD,8-12-5-4-7-3-6-1-11-9-10-2-,0,20,0,30,0,30,0,30,0,10,0
20181013,4,1200,4,GOOD,3-1-6-5-12-10-4-7-8-9-11-2-,2,10,0,30,33.0,30,0,30,43.5,10,0
20181013,5,1400,4,GOOD,5-7-6-13-4-2-9-1-11-3-14-12-10-8-,0,10,0,30,0,30,0,30,0,10,0
20181013,6,1200,4,GOOD,5-3-6-1-11-9-8-2-7-10-12-4-,1,10,0,30,17.5,30,0,30,0,10,0
20181013,7,1200,3,GOOD,8-5-6-1-2-12-3-7-10-11-4-9-,0,10,0,30,0,30,0,30,0,10,0
20181013,8,1600,2,GOOD,2-4-6-8-3-10-9-1-5-7-,1,20,95.5,30,28.5,30,0,30,0,10,0
20181013,9,1200,2,GOOD,5-1-7-11-3-2-9-8-6-10-4-12-,1,10,0,30,22.0,30,0,30,0,10,0
20181013,10,1400,3,GOOD,4-10-8-2-6-3-11-9-5-7-1-13-14-12-,0,10,0,30,0,30,0,30,0,10,0
20181018,1,1200,4,GOOD,7-2-5-9-4-3-6-8-1-10-,1,0,0,30,15.0,30,0,30,0,10,0
20181018,2,1200,4,GOOD,7-5-1-3-10-2-4-6-8-9-,1,20,0,30,19.0,30,0,30,0,10,0
20181018,3,1650,4,GOOD,1-4-9-10-8-5-6-3-2-7-,1,0,0,30,15.5,30,0,30,0,10,0
20181018,4,1800,5,GOOD,6-9-5-10-7-1-4-8-2-11-3-12-,0,10,0,30,0,30,0,30,0,10,0
20181018,5,1650,4,GOOD,5-9-1-2-8-3-6-4-10-7-,1,10,0,30,20.0,30,0,30,0,10,0
20181018,6,1000,3,GOOD,3-6-8-4-5-9-7-2-10-1-11-12-,1,10,0,30,20.5,30,0,30,0,10,0
20181018,7,1650,3,GOOD,3-12-2-5-7-1-11-9-4-6-10-8-,2,10,0,30,33.5,30,0,30,42.5,10,0
20181018,8,1200,3,GOOD,1-5-7-10-9-2-3-4-6-8-12-11-,1,10,0,30,10.5,30,0,30,0,10,0
20181021,1,2000,4,GOOD,10-7-2-5-1-8-9-6-3-4-,1,0,0,30,13.5,30,0,30,0,10,0
20181021,2,1600,4,GOOD TO FIRM,9-11-3-4-1-6-5-2-8-12-10-7-,1,10,0,30,92.5,30,0,30,0,10,0
20181021,3,1200,4,GOOD TO FIRM,2-5-10-14-3-7-13-4-11-8-6-1-12-9-,1,10,0,30,14.5,30,0,30,0,10,0
20181021,4,1800,2,GOOD TO FIRM,2-8-6-1-4-9-7-5-10-3-,1,10,0,30,11.0,30,0,30,0,10,0
20181021,5,1400,4,GOOD TO FIRM,14-6-5-9-2-12-8-13-10-4-1-7-11-3-,0,10,0,30,0,30,0,30,0,10,0
20181021,6,1600,3,GOOD TO FIRM,6-1-11-2-13-7-12-4-3-5-10-9-14-8-,1,20,0,30,27.0,30,0,30,0,10,0
20181021,7,1200,2,GOOD TO FIRM,5-3-1-6-4-10-7-8-9-2-,2,10,0,30,53.0,30,0,30,143.5,10,0
20181021,8,1600,2,GOOD TO FIRM,1-8-6-10-4-3-13-5-9-12-14-2-7-11-,1,10,0,30,12.0,30,0,30,0,10,0
20181021,9,1200,3,GOOD TO FIRM,3-2-1-5-8-7-6-9-4-,3,10,0,30,60.0,30,0,30,189.5,10,249.0
20181021,10,1400,2,GOOD TO FIRM,7-9-1-3-5-4-10-2-6-11-13-12-8-,1,10,0,30,14.5,30,0,30,0,10,0
20181024,1,1650,5,GOOD,4-12-3-1-5-2-6-7-8-10-11-9-,1,20,0,30,48.0,30,0,30,0,10,0
20181024,2,2200,3,GOOD TO FIRM,7-3-1-5-8-2-4-6-,2,20,0,30,51.0,30,0,30,79.0,10,0
20181024,3,1650,4,GOOD TO FIRM,3-5-8-6-4-7-1-9-2-10-,1,10,0,30,23.0,30,0,30,0,10,0
20181024,4,1200,5,GOOD TO FIRM,2-1-3-11-9-10-6-7-5-8-4-12-,3,0,0,30,48.5,30,69.0,30,114.5,10,124.0
20181024,5,1000,4,GOOD TO FIRM,6-1-11-9-4-8-7-10-12-2-3-5-,1,10,0,30,18.5,30,0,30,0,10,0
20181024,6,1200,4,GOOD TO FIRM,1-2-4-3-11-6-5-10-9-7-8-12-,2,10,0,30,28.5,30,56.5,30,24.0,10,0
20181024,7,1200,3,GOOD TO FIRM,3-4-1-2-10-6-7-9-5-11-8-12-,2,10,0,30,39.5,30,0,30,53.0,10,0
20181024,8,1200,3,GOOD TO FIRM,1-3-2-7-10-4-6-9-12-11-5-8-,3,10,0,30,120.0,30,0,30,839.5,10,1557.0
20181028,1,2200,5,GOOD,4-10-9-12-11-3-2-7-1-6-8-5-,0,20,0,30,0,30,0,30,0,10,0
20181028,2,1650,4,GOOD,8-5-1-7-11-4-10-6-3-2-9-,1,20,0,30,22.0,30,0,30,0,10,0
20181028,3,1200,4,GOOD,2-7-3-1-11-4-6-5-9-12-10-8-,2,10,123.5,30,54.5,30,0,30,95.0,10,0
20181028,4,1650,4,GOOD,3-1-6-4-9-5-12-11-8-10-2-7-,2,10,0,30,29.5,30,0,30,26.5,10,0
20181028,5,1200,4,GOOD,10-8-6-2-3-1-12-11-4-5-7-9-,0,10,0,30,0,30,0,30,0,10,0
20181028,6,1200,3,GOOD,2-6-1-3-12-5-4-10-9-8-11-7-,2,10,83.5,30,39.0,30,0,30,54.5,10,0
20181028,7,1650,2,GOOD,9-4-6-10-5-1-7-3-2-8-,0,20,0,30,0,30,0,30,0,10,0
20181028,8,1000,3,GOOD,3-4-8-5-12-11-1-2-9-6-7-10-,1,20,0,30,33.0,30,0,30,0,10,0
20181028,9,1650,3,GOOD,7-8-2-12-1-10-4-11-5-3-6-9-,1,20,0,30,39.5,30,0,30,0,10,0
20181028,10,1200,2,GOOD,10-7-1-9-11-6-5-12-4-3-2-8-,1,10,0,30,15.5,30,0,30,0,10,0
20181031,1,1650,5,GOOD,5-11-3-6-2-7-9-12-1-8-10-13-4-14-,1,10,0,30,50.5,30,0,30,0,10,0
20181031,2,1200,5,GOOD,10-12-1-7-4-8-2-5-3-9-6-11-,1,10,0,30,20.5,30,0,30,0,10,0
20181031,3,1650,2,GOOD,6-4-3-2-1-5-8-9-7-,1,10,0,30,23.5,30,0,30,0,10,0
20181031,4,1200,4,GOOD,2-6-5-4-1-9-7-11-12-10-8-3-,1,20,67.0,30,20.0,30,0,30,0,10,0
20181031,5,1200,4,GOOD,7-8-6-12-4-3-9-11-1-10-2-5-,0,20,0,30,0,30,0,30,0,10,0
20181031,6,1800,4,GOOD,11-5-9-1-2-4-8-6-3-10-12-7-,0,10,0,30,0,30,0,30,0,10,0
20181031,7,1650,3,GOOD,2-8-7-6-11-10-14-12-4-3-1-13-5-9-,1,10,0,30,13.5,30,0,30,0,10,0
20181031,8,1200,3,GOOD,8-9-1-5-11-10-12-2-4-7-6-3-,1,20,0,30,29.5,30,0,30,0,10,0
20181104,1,1200,4,GOOD,5-4-2-1-11-10-3-8-6-7-9-12-,1,10,0,30,14.0,30,0,30,0,10,0
20181104,2,1000,4,GOOD,6-2-3-11-4-9-14-13-12-8-5-10-7-1-,2,10,0,30,33.5,30,0,30,38.5,10,0
20181104,3,1600,5,GOOD,5-11-4-2-3-14-10-1-8-7-9-12-6-13-,0,20,0,30,0,30,0,30,0,10,0
20181104,4,1600,4,GOOD,2-8-5-1-10-3-6-4-11-7-9-13-12-,1,20,60.0,30,20.5,30,0,30,0,10,0
20181104,5,1400,4,GOOD,14-1-13-8-10-3-2-12-9-11-4-6-7-5-,1,10,0,30,14.5,30,0,30,0,10,0
20181104,6,1000,3,GOOD,1-8-2-13-3-6-7-5-9-11-10-4-12-,2,0,0,30,29.0,30,0,30,32.0,10,0
20181104,7,1800,3,GOOD,4-2-6-3-5-7-8-9-1-,1,10,0,30,10.5,30,0,30,0,10,0
20181104,8,1800,3,GOOD,6-2-9-1-10-11-12-4-3-8-7-5-13-,1,0,0,30,14.0,30,0,30,0,10,0
20181104,9,1400,3,GOOD,6-7-14-3-4-8-5-12-2-10-9-1-13-11-,0,10,0,30,0,30,0,30,0,10,0
20181104,10,1400,2,GOOD,2-3-1-9-8-4-11-6-10-7-13-14-12-5-,3,10,257.0,30,79.0,30,0,30,198.5,10,249.0
20181107,1,1000,5,GOOD,6-7-5-1-9-4-3-2-10-8-,0,10,0,30,0,30,0,30,0,10,0
20181107,2,1200,4,GOOD,1-11-5-9-6-12-7-8-2-10-4-3-,1,20,170.5,30,45.5,30,0,30,0,10,0
20181107,3,1650,4,GOOD,12-2-1-6-7-10-5-9-4-8-3-11-,2,10,0,30,63.0,30,0,30,102.5,10,0
20181107,4,1200,4,GOOD,3-5-6-4-11-8-2-1-7-12-10-9-,1,10,0,30,20.0,30,0,30,0,10,0
20181107,5,1200,3,GOOD,1-8-12-5-9-3-11-10-7-6-2-4-,1,10,0,30,13.0,30,0,30,0,10,0
20181107,6,1650,3,GOOD,5-9-10-2-8-7-6-11-1-3-4-12-,0,20,0,30,0,30,0,30,0,10,0
20181107,7,1200,3,GOOD,9-2-11-4-1-8-7-10-12-3-5-6-,1,10,0,30,11.5,30,0,30,0,10,0
20181107,8,1200,2,GOOD,6-11-7-1-4-12-8-2-5-3-10-9-,0,20,0,30,0,30,0,30,0,10,0
20181110,1,2000,5,GOOD,8-6-4-9-3-1-7-2-5-,0,20,0,30,0,30,0,30,0,10,0
20181110,2,1200,4,GOOD,2-5-1-3-7-8-12-11-4-6-10-9-13-,2,10,53.0,30,28.5,30,0,30,27.0,10,0
20181110,3,1200,4,GOOD,4-5-2-8-10-3-7-9-1-11-6-12-,1,20,0,30,24.5,30,0,30,0,10,0
20181110,4,1200,3,GOOD,3-13-11-5-2-12-6-1-7-8-9-10-4-,1,20,0,30,17.5,30,0,30,0,10,0
20181110,5,1400,4,GOOD,4-1-9-5-7-12-8-2-3-6-11-13-14-10-,1,20,0,30,22.5,30,0,30,0,10,0
20181110,6,1800,4,GOOD,5-2-1-3-7-6-8-11-10-4-9-13-12-14-,2,10,0,30,47.0,30,0,30,80.0,10,0
20181110,7,1400,3,GOOD,8-6-11-13-3-5-12-7-10-1-14-4-2-9-,0,20,0,30,0,30,0,30,0,10,0
20181110,8,1400,1,GOOD,4-2-13-10-6-5-1-9-7-12-3-11-14-8-,1,20,0,30,35.0,30,0,30,0,10,0
20181110,9,1200,3,GOOD,10-2-9-5-6-12-3-11-1-4-8-7-,1,20,0,30,24.0,30,0,30,0,10,0
20181110,10,1600,3,GOOD,8-1-5-2-4-10-6-3-9-12-14-7-11-13-,1,10,0,30,38.0,30,0,30,0,10,0
20181114,1,1650,5,GOOD,2-1-12-6-10-9-3-7-5-11-4-8-,2,10,110.0,30,47.0,30,260.5,30,80.5,10,0
20181114,2,1200,5,GOOD,2-6-12-9-8-3-10-11-7-5-4-1-,1,10,62.0,30,17.0,30,0,30,0,10,0
20181114,3,1000,4,GOOD,1-12-7-4-10-3-9-6-11-2-5-8-,0,20,null,30,0,30,0,30,0,0,0
20181114,4,1200,4,GOOD,7-10-3-1-5-6-8-4-11-9-12-2-,1,10,0,30,16.0,30,0,30,0,10,0
20181114,5,1650,4,GOOD,7-2-6-9-1-4-11-3-5-8-10-,1,10,0,30,61.5,30,0,30,0,10,0
20181114,6,1200,3,GOOD,4-1-12-5-11-2-10-9-8-3-7-6-,1,10,0,30,12.0,30,0,30,0,10,0
20181114,7,1800,3,GOOD,5-1-3-10-9-12-4-8-7-6-2-11-,2,10,0,30,52.0,30,0,30,88.0,10,0
20181114,8,1650,2,GOOD,5-2-1-7-11-12-3-4-10-6-9-8-,2,10,0,30,29.5,30,0,30,27.0,10,0
20181118,1,1200,4,GOOD,5-4-13-6-2-10-8-3-7-1-12-11-9-,0,10,0,30,0,30,0,30,0,10,0
20181118,2,1650,4,GOOD,9-1-4-10-6-7-2-3-8-14-13-11-12-5-,1,10,0,30,17.0,30,0,30,0,10,0
20181118,3,1650,3,GOOD,4-3-9-2-6-7-1-10-8-5-11-,1,10,0,30,32.5,30,0,30,0,10,0
20181118,4,1000,3,GOOD,2-9-5-8-13-1-3-11-4-7-6-10-14-12-,1,0,0,30,15.0,30,0,30,0,10,0
20181118,5,1800,2,GOOD,8-3-4-1-5-2-6-9-7-10-11-12-,1,10,0,30,16.5,30,0,30,0,10,0
20181118,6,1600,2,GOOD,2-7-6-3-4-5-8-1-,1,10,0,30,11.0,30,0,30,0,10,0
20181118,7,2000,2,GOOD,9-7-4-8-6-1-5-3-2-,0,10,0,30,0,30,0,30,0,10,0
20181118,8,1200,2,GOOD,3-5-4-8-9-7-1-2-6-,1,10,0,30,12.5,30,0,30,0,10,0
20181118,9,1200,2,GOOD,2-8-6-5-4-11-9-13-3-14-10-12-1-7-,1,10,0,30,17.5,30,0,30,0,10,0
20181118,10,1400,3,GOOD,4-8-1-13-10-3-11-2-6-9-12-7-5-14-,1,20,0,30,23.0,30,0,30,0,10,0
20181121,1,1800,5,GOOD,1-5-8-2-11-3-10-4-6-9-7-,1,10,0,30,19.0,30,0,30,0,10,0
20181121,2,1000,5,GOOD,3-1-10-8-7-11-2-5-6-4-9-,2,0,0,30,39.0,30,0,30,53.0,10,0
20181121,3,1200,4,GOOD,10-8-11-1-4-6-3-12-5-7-2-9-,0,20,0,30,0,30,0,30,0,10,0
20181121,4,1200,4,GOOD,2-4-12-5-1-3-6-10-9-8-7-11-,1,10,62.5,30,21.0,30,0,30,0,10,0
20181121,5,1650,3,GOOD TO YIELDING,2-3-5-10-11-7-1-4-8-6-12-9-,2,20,61.5,30,35.0,30,0,30,42.0,10,0
20181121,6,1650,4,GOOD TO YIELDING,3-2-7-10-5-8-11-12-9-6-1-4-,2,10,0,30,58.5,30,0,30,115.5,10,0
20181121,7,1650,3,GOOD,3-9-4-10-12-7-8-5-1-6-2-11-,1,20,0,30,78.0,30,0,30,0,10,0
20181121,8,1200,3,GOOD,9-11-2-3-4-8-1-12-6-7-10-5-,1,10,0,30,56.5,30,0,30,0,10,0
20181125,1,1000,4,GOOD,1-12-8-11-9-4-7-2-13-6-10-14-3-5-,1,10,0,30,13.5,30,0,30,0,10,0
20181125,2,1400,5,GOOD,1-4-12-11-2-7-5-8-6-10-9-14-3-13-,1,10,0,30,15.0,30,0,30,0,10,0
20181125,3,1000,2,GOOD,10-7-4-6-3-9-2-8-1-5-,0,20,0,30,0,30,0,30,0,10,0
20181125,4,1600,4,GOOD,3-6-1-2-7-8-9-12-11-5-4-13-10-14-,2,10,0,30,45.0,30,0,30,68.0,10,0
20181125,5,1400,4,GOOD,7-4-1-6-3-2-5-11-13-8-9-12-10-,1,20,0,30,54.5,30,0,30,0,10,0
20181125,6,1400,4,GOOD,7-2-5-3-1-6-14-13-4-12-8-9-10-11-,1,10,0,30,18.5,30,0,30,0,10,0
20181125,7,1600,1,GOOD TO YIELDING,9-4-1-10-12-3-6-11-2-5-7-8-,1,0,0,30,19.5,30,0,30,0,10,0
20181125,8,1200,3,YIELDING,2-1-11-10-8-12-7-6-3-9-5-4-,2,10,120.0,30,45.5,30,159.5,30,54.5,10,0
20181125,9,1600,3,YIELDING,1-3-4-9-8-11-2-6-5-7-13-12-10-,2,10,94.0,30,45.5,30,0,30,59.5,10,0
20181125,10,1400,2,YIELDING,3-1-6-2-5-8-4-7-9-10-12-11-13-,2,10,0,30,53.5,30,0,30,52.5,10,0
20181128,1,1200,5,GOOD,3-1-2-5-8-12-7-11-4-9-6-10-,3,10,0,30,60.5,30,0,30,170.0,10,179.0
20181128,2,1650,5,GOOD,6-3-2-8-12-10-11-9-7-5-1-4-,2,10,0,30,35.0,30,0,30,34.5,10,0
20181128,3,1800,3,GOOD,1-4-5-3-9-7-2-6-8-,1,20,107.0,30,31.0,30,0,30,0,10,0
20181128,4,1200,4,GOOD,2-5-12-3-6-7-1-4-8-9-11-10-,1,10,84.0,30,26.5,30,0,30,0,10,0
20181128,5,2200,4,GOOD,8-5-2-1-4-3-11-9-7-6-10-,1,10,0,30,18.0,30,0,30,0,10,0
20181128,6,1200,4,GOOD,12-1-5-8-10-4-3-6-7-2-9-11-,1,10,0,30,12.0,30,0,30,0,10,0
20181128,7,1000,3,GOOD,3-8-4-5-10-6-11-9-1-7-2-,1,20,0,30,21.5,30,0,30,0,10,0
20181128,8,1200,3,GOOD,3-1-6-4-5-7-11-8-10-2-12-9-,2,0,0,30,37.0,30,0,30,41.5,10,0
20181202,1,1800,5,GOOD,7-9-6-5-3-1-8-4-2-,0,20,0,30,0,30,0,30,0,10,0
20181202,2,1400,4,GOOD,2-1-8-7-9-3-4-5-10-11-6-,2,0,0,30,27.0,30,45.5,30,21.0,10,0
20181202,3,1800,4,GOOD,2-5-3-6-9-8-1-4-7-10-,2,10,0,30,37.5,30,0,30,49.0,10,0
20181202,4,1200,5,GOOD,7-6-9-1-4-5-2-10-11-3-8-12-,0,20,0,30,0,30,0,30,0,10,0
20181202,5,1200,4,GOOD,1-11-7-5-2-12-3-8-9-4-6-10-,1,10,0,30,11.0,30,0,30,0,10,0
20181202,6,1000,3,GOOD,3-1-12-2-9-6-7-8-5-11-4-10-,2,10,0,30,33.5,30,0,30,33.5,10,0
20181202,7,1200,4,GOOD,2-3-7-6-8-1-5-9-4-10-11-,2,10,0,30,32.5,30,0,30,41.0,10,0
20181202,8,1650,3,GOOD,1-2-5-10-4-9-7-6-3-8-11-,2,10,96.0,30,43.0,30,160.5,30,64.0,10,0
20181202,9,1200,2,GOOD,4-8-1-3-2-10-9-6-5-12-7-11-,1,10,0,30,11.0,30,0,30,0,10,0
20181202,10,1400,3,GOOD,6-4-1-9-7-3-12-5-8-13-14-2-10-11-,1,10,0,30,16.5,30,0,30,0,10,0
20181205,1,1650,5,GOOD,9-2-6-4-5-12-1-7-11-8-10-3-,1,10,0,30,13.0,30,0,30,0,10,0
20181205,2,1200,5,GOOD,3-12-2-1-6-9-5-10-4-7-11-8-,2,20,0,30,51.0,30,0,30,87.5,10,0
20181205,3,1200,4,GOOD,9-4-2-10-6-3-1-11-8-5-7-12-,1,20,0,30,19.5,30,0,30,0,10,0
20181205,4,1000,4,GOOD,8-3-1-11-4-2-7-12-5-6-10-9-,2,20,0,30,99.5,30,0,30,419.0,10,0
20181205,5,1650,4,GOOD,5-7-11-6-9-12-4-2-8-10-3-1-,0,20,0,30,0,30,0,30,0,10,0
20181205,6,1200,3,GOOD,5-8-2-3-7-1-6-12-10-11-9-4-,1,20,0,30,16.0,30,0,30,0,10,0
20181205,7,1650,4,GOOD,8-12-2-9-7-11-10-4-3-5-1-6-,1,10,0,30,15.5,30,0,30,0,10,0
20181205,8,1650,3,GOOD,1-6-7-12-5-3-4-10-8-11-2-9-,1,20,218.0,30,56.5,30,0,30,0,10,0
20181205,9,1800,2,GOOD,2-3-9-7-6-10-5-4-1-11-8-12-,2,20,57.0,30,32.0,30,0,30,32.0,10,0
20181209,1,1400,4,GOOD,13-2-5-10-9-1-3-7-4-11-8-12-6-14-,1,20,0,30,29.0,30,0,30,0,10,0
20181209,2,1200,3,GOOD,13-6-5-3-8-1-11-12-4-14-7-9-2-10-,0,20,0,30,0,30,0,30,0,10,0
20181209,3,1800,3,GOOD,4-12-3-7-13-6-10-11-5-8-1-9-2-,1,20,0,30,16.5,30,0,30,0,10,0
20181212,1,1650,5,GOOD,2-3-9-4-1-7-10-6-8-5-11-12-,2,20,64.0,30,39.5,30,0,30,55.0,10,0
20181212,2,1200,4,GOOD,2-1-6-5-12-8-7-11-4-9-3-10-,2,10,0,30,44.5,30,182.5,30,68.5,10,0
20181212,3,1650,5,GOOD,10-7-11-8-1-4-2-5-6-3-12-9-,0,0,0,30,0,30,0,30,0,10,0
20181212,4,1200,4,GOOD,1-6-3-5-2-8-11-4-7-9-12-10-,2,10,0,30,30.0,30,0,30,31.5,10,0
20181212,5,1800,4,GOOD,2-5-6-7-3-12-1-8-4-10-9-11-,1,20,53.5,30,18.5,30,0,30,0,10,0
20181212,6,1200,3,GOOD,1-8-10-3-4-2-11-6-12-9-7-5-,1,20,135.0,30,33.0,30,0,30,0,10,0
20181212,7,1000,3,GOOD,2-5-11-1-6-8-4-3-9-10-7-12-,1,10,88.5,30,23.5,30,0,30,0,10,0
20181212,8,1650,3,GOOD,5-10-6-2-1-7-3-9-11-4-12-8-,0,10,0,30,0,30,0,30,0,10,0
20181216,1,2200,5,GOOD,4-5-3-2-6-1-,0,10,0,30,0,30,0,30,0,10,0
20181216,2,1200,4,GOOD,8-4-6-7-1-5-3-12-2-9-11-10-,0,0,0,30,0,30,0,30,0,0,0
20181216,3,1000,4,GOOD,5-8-1-3-9-10-2-7-4-12-6-11-14-13-,0,10,0,30,0,30,0,30,0,0,0
20181216,4,1600,4,GOOD,2-9-1-5-3-4-7-8-6-,0,10,null,30,0,30,0,30,0,0,0
20181216,5,1400,5,GOOD,3-11-9-7-2-1-12-6-4-10-13-5-8-14-,0,20,0,30,0,30,0,30,0,0,0
20181216,6,1600,4,GOOD,3-7-1-2-4-9-5-10-6-8-11-,0,10,0,30,0,30,0,30,0,0,0
20181216,7,1400,4,GOOD,11-6-4-2-8-1-10-7-12-3-13-9-5-,0,20,0,30,0,30,0,30,0,0,0
20181216,8,1200,3,GOOD,2-3-9-6-4-8-1-7-5-11-10-12-,0,10,null,30,0,30,0,30,0,0,0
20181216,9,1400,2,GOOD,1-5-8-6-10-3-9-4-11-2-7-13-12-,0,10,0,30,0,30,0,30,0,0,0
20181216,10,1600,3,GOOD,1-6-4-7-9-5-2-12-3-11-10-8-,0,10,0,30,0,30,0,30,0,0,0
20181216,11,1400,3,GOOD,1-2-12-6-7-4-10-5-3-13-8-11-9-,0,0,0,30,0,30,0,30,0,0,0
20181219,1,1650,5,GOOD,2-1-9-7-8-6-5-3-10-4-,2,10,0,30,48.5,30,186.5,30,66.0,10,0
20181219,2,1200,5,GOOD,4-1-7-9-2-8-5-3-6-12-11-10-,1,10,0,30,13.0,30,0,30,0,10,0
20181219,3,1650,4,GOOD,5-8-2-9-1-7-10-4-3-6-,1,10,0,30,14.5,30,0,30,0,10,0
20181219,4,1200,4,GOOD,8-4-1-6-5-2-9-7-12-10-3-11-,1,10,0,30,13.5,30,0,30,0,10,0
20181219,5,1200,4,GOOD,9-12-8-4-7-1-2-6-3-5-11-10-,0,20,0,30,0,30,0,30,0,10,0
20181219,6,1800,3,GOOD,8-7-10-1-9-3-6-2-12-4-5-11-,0,0,0,30,0,30,0,30,0,10,0
