raceSeqOfDate,raceMeeting,horseId,horseName,rateDate,draw,distance,course,raceClass,rating,jockey,going,addedWeight,declaredHorseWeight,finishTime,place,lbw,winOdds,horse_winPer,horse_winCount,horse_newHorse,horse_newDistance,jockey_winPer,jockey_winCount,horse_last4SpeedRate,horse_latestSpeedRate,Days_from_lastRace
6,HV,V020,JADE FORTUNE(V020),20190130,2,1800,TURF - "A" COURSE,2,0,M L Yeung,GOOD,119,1124,112.36,9,10.5,62.0,0.18,3,0,0,0.16,100,92,90,35
7,HV,V138,MOMENT OF POWER(V138),20190130,6,1000,TURF - "A" COURSE,3,0,C Wong,GOOD,126,1086,57.12,1,0.0,11.0,0.22,3,0,0,0.27,88,91,87,21
7,HV,B199,NOBLE DELIGHT(B199),20190130,11,1000,TURF - "A" COURSE,3,0,J Moreira,GOOD,115,1016,57.34,2,1.5,15.0,0.34,3,0,0,0.48,371,93,93,14
7,HV,B001,EXPLOSIVE WITNESS(B001),20190130,3,1000,TURF - "A" COURSE,3,0,Z Purton,GOOD,129,1141,57.4,3,1.75,12.0,0.0,0,0,0,0.49,442,97,97,10
7,HV,B343,GENTLE BREEZE(B343),20190130,7,1000,TURF - "A" COURSE,3,0,M Chadwick,GOOD,115,1160,57.45,4,2.0,6.2,0.58,4,0,0,0.21,121,95,94,29
7,HV,B204,CALIFORNIA GUNGHO(B204),20190130,12,1000,TURF - "A" COURSE,3,0,D Whyte,GOOD,123,1125,57.51,5,2.5,10.0,0.17,1,0,0,0.26,164,88,92,42
7,HV,A022,MOST BEAUTIFUL(A022),20190130,2,1000,TURF - "A" COURSE,3,0,N Callan,GOOD,125,1166,57.55,6,2.75,3.8,0.46,9,0,0,0.25,140,94,97,21
7,HV,A381,DRAGON PIONEER(A381),20190130,8,1000,TURF - "A" COURSE,3,0,A Sanna,GOOD,132,1153,57.62,7,3.25,15.0,0.27,4,0,0,0.17,73,93,88,81
7,HV,B305,EPTIMUM(B305),20190130,4,1000,TURF - "A" COURSE,3,0,T H So,GOOD,128,1124,57.83,8,4.5,30.0,0.0,0,0,0,0.12,11,91,95,38
7,HV,C059,AMAZING CHOCOLATE(C059),20190130,10,1000,TURF - "A" COURSE,3,0,H T Mo,GOOD,118,1197,57.88,9,4.75,92.0,0.0,0,0,0,0.23,114,91,88,29
7,HV,B178,STRATHALLAN(B178),20190130,5,1000,TURF - "A" COURSE,3,0,K Teetan,GOOD,117,1096,57.88,10,4.75,6.5,0.67,4,0,0,0.32,278,95,91,21
7,HV,A064,HEALTHY LUCK(A064),20190130,9,1000,TURF - "A" COURSE,3,0,C Schofield,GOOD,125,1051,58.3,11,7.5,41.0,0.34,5,0,0,0.25,152,92,92,42
7,HV,B230,TEAM SPIRIT(B230),20190130,1,1000,TURF - "A" COURSE,3,0,K C Leung,GOOD,120,1190,58.93,12,11.25,5.7,0.67,4,0,0,0.22,161,95,97,29
8,HV,B396,COUNTRY STAR(B396),20190130,3,1200,TURF - "A" COURSE,2,0,J Moreira,GOOD,130,1078,69.94,1,0.0,1.7,1.0,6,0,0,0.48,371,95,95,21
8,HV,B243,TELECOM BROTHERS(B243),20190130,1,1200,TURF - "A" COURSE,2,0,C Wong,GOOD,115,1217,70.06,2,0.75,7.6,0.45,4,0,0,0.27,88,95,93,21
8,HV,A372,SUPER HOPPY(A372),20190130,7,1200,TURF - "A" COURSE,2,0,Z Purton,GOOD,126,1218,70.11,3,1.0,4.9,0.46,5,0,0,0.49,442,90,95,21
8,HV,V057,ALMABABY(V057),20190130,8,1200,TURF - "A" COURSE,2,0,H N Wong,GOOD,125,1136,70.32,4,2.5,38.0,0.23,5,0,0,0.15,79,92,90,38
8,HV,T005,FABULOUS ONE(T005),20190130,10,1200,TURF - "A" COURSE,2,0,M Chadwick,GOOD,127,1141,70.36,5,2.5,93.0,0.25,4,0,0,0.21,121,91,94,24
8,HV,V310,SUPER TURBO(V310),20190130,6,1200,TURF - "A" COURSE,2,0,K Teetan,GOOD,132,1047,70.41,6,3.0,13.0,0.19,2,0,0,0.32,278,94,94,21
8,HV,A418,FORTUNE BOOTH(A418),20190130,9,1200,TURF - "A" COURSE,2,0,N Callan,GOOD,129,1071,70.47,7,3.25,14.0,0.47,6,0,0,0.25,140,92,94,32
8,HV,A157,BIG TIME BABY(A157),20190130,4,1200,TURF - "A" COURSE,2,0,K C Leung,GOOD,130,1123,70.48,8,3.5,78.0,0.5,6,0,0,0.22,161,92,84,18
8,HV,B089,SEVEN HEAVENS(B089),20190130,11,1200,TURF - "A" COURSE,2,0,A Badel,GOOD,118,1055,70.95,9,6.25,29.0,0.19,2,0,0,0.24,78,91,95,14
8,HV,T273,FANTASTIC FEELING(T273),20190130,5,1200,TURF - "A" COURSE,2,0,G van Niekerk,GOOD,121,1242,71.09,10,7.25,18.0,0.44,7,0,0,0.26,51,93,93,21
8,HV,A124,KEEP MOVING(A124),20190130,2,1200,TURF - "A" COURSE,2,0,W M Lai,GOOD,118,1130,71.18,11,7.75,99.0,0.3,3,0,0,0.12,49,86,90,21
